NAME,CASTE,GENDER,CUTOFF_RANK,BRANCH,TUITION_FEE
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,ST,FEMALE,41779,EEE,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,EWS,MALE,20901,EEE,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,EWS,FEMALE,33969,EEE,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,OC,MALE,23903,MEC,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,OC,FEMALE,55623,MEC,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,BC,MALE,78894,MEC,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,BC,FEMALE,88145,MEC,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,SC,MALE,86132,MEC,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,SC,FEMALE,122235,MEC,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,ST,MALE,58487,MEC,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,ST,FEMALE,91673,MEC,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,EWS,MALE,47153,MEC,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,EWS,FEMALE,55623,MEC,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,OC,MALE,2207,CSM,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,OC,FEMALE,2507,CSM,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,BC,MALE,3304,CSM,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,BC,FEMALE,6813,CSM,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,SC,MALE,9918,CSM,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,SC,FEMALE,9918,CSM,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,ST,MALE,7467,CSM,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,ST,FEMALE,13798,CSM,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,EWS,MALE,2207,CSM,140000
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,EWS,FEMALE,2837,CSM,140000
CVR COLLEGE OF ENGINEERING,OC,MALE,42377,CIV,15000
CVR COLLEGE OF ENGINEERING,OC,FEMALE,55452,CIV,15000
CVR COLLEGE OF ENGINEERING,BC,MALE,99665,CIV,15000
CVR COLLEGE OF ENGINEERING,BC,FEMALE,118465,CIV,15000
CVR COLLEGE OF ENGINEERING,SC,MALE,123878,CIV,15000
CVR COLLEGE OF ENGINEERING,SC,FEMALE,124087,CIV,15000
CVR COLLEGE OF ENGINEERING,ST,MALE,80515,CIV,15000
CVR COLLEGE OF ENGINEERING,ST,FEMALE,105009,CIV,15000
CVR COLLEGE OF ENGINEERING,EWS,MALE,96334,CIV,15000
CVR COLLEGE OF ENGINEERING,EWS,FEMALE,96334,CIV,15000
CVR COLLEGE OF ENGINEERING,OC,MALE,6690,CSC,15000
CVR COLLEGE OF ENGINEERING,OC,FEMALE,8354,CSC,15000
CVR COLLEGE OF ENGINEERING,BC,MALE,19735,CSC,15000
CVR COLLEGE OF ENGINEERING,BC,FEMALE,28821,CSC,15000
CVR COLLEGE OF ENGINEERING,SC,MALE,29149,CSC,15000
CVR COLLEGE OF ENGINEERING,SC,FEMALE,34312,CSC,15000
CVR COLLEGE OF ENGINEERING,ST,MALE,23605,CSC,15000
CVR COLLEGE OF ENGINEERING,ST,FEMALE,28910,CSC,15000
CVR COLLEGE OF ENGINEERING,EWS,MALE,7641,CSC,15000
CVR COLLEGE OF ENGINEERING,EWS,FEMALE,9129,CSC,15000
CVR COLLEGE OF ENGINEERING,OC,MALE,4860,CSD,15000
CVR COLLEGE OF ENGINEERING,OC,FEMALE,7788,CSD,15000
CVR COLLEGE OF ENGINEERING,BC,MALE,17127,CSD,15000
CVR COLLEGE OF ENGINEERING,BC,FEMALE,17127,CSD,15000
CVR COLLEGE OF ENGINEERING,SC,MALE,28339,CSD,15000
CVR COLLEGE OF ENGINEERING,SC,FEMALE,28339,CSD,15000
CVR COLLEGE OF ENGINEERING,ST,MALE,20525,CSD,15000
CVR COLLEGE OF ENGINEERING,ST,FEMALE,23730,CSD,15000
CVR COLLEGE OF ENGINEERING,EWS,MALE,6447,CSD,15000
CVR COLLEGE OF ENGINEERING,EWS,FEMALE,8259,CSD,15000
CVR COLLEGE OF ENGINEERING,OC,MALE,5161,CSE,15000
CVR COLLEGE OF ENGINEERING,OC,FEMALE,6038,CSE,15000
CVR COLLEGE OF ENGINEERING,BC,MALE,15216,CSE,15000
CVR COLLEGE OF ENGINEERING,BC,FEMALE,17317,CSE,15000
CVR COLLEGE OF ENGINEERING,SC,MALE,21196,CSE,15000
CVR COLLEGE OF ENGINEERING,SC,FEMALE,26028,CSE,15000
CVR COLLEGE OF ENGINEERING,ST,MALE,16245,CSE,15000
CVR COLLEGE OF ENGINEERING,ST,FEMALE,29151,CSE,15000
CVR COLLEGE OF ENGINEERING,EWS,MALE,5406,CSE,15000
CVR COLLEGE OF ENGINEERING,EWS,FEMALE,6146,CSE,15000
CVR COLLEGE OF ENGINEERING,OC,MALE,5865,CSM,15000
CVR COLLEGE OF ENGINEERING,OC,FEMALE,6120,CSM,15000
CVR COLLEGE OF ENGINEERING,BC,MALE,19215,CSM,15000
CVR COLLEGE OF ENGINEERING,BC,FEMALE,27735,CSM,15000
CVR COLLEGE OF ENGINEERING,SC,MALE,22606,CSM,15000
CVR COLLEGE OF ENGINEERING,SC,FEMALE,30033,CSM,15000
CVR COLLEGE OF ENGINEERING,ST,MALE,19229,CSM,15000
CVR COLLEGE OF ENGINEERING,ST,FEMALE,22662,CSM,15000
CVR COLLEGE OF ENGINEERING,EWS,MALE,6402,CSM,15000
CVR COLLEGE OF ENGINEERING,EWS,FEMALE,6402,CSM,15000
CVR COLLEGE OF ENGINEERING,OC,MALE,23559,EEE,15000
CVR COLLEGE OF ENGINEERING,OC,FEMALE,39911,EEE,15000
CVR COLLEGE OF ENGINEERING,BC,MALE,55170,EEE,15000
CVR COLLEGE OF ENGINEERING,BC,FEMALE,93438,EEE,15000
CVR COLLEGE OF ENGINEERING,SC,MALE,96579,EEE,15000
CVR COLLEGE OF ENGINEERING,SC,FEMALE,119421,EEE,15000
CVR COLLEGE OF ENGINEERING,ST,MALE,65960,EEE,15000
CVR COLLEGE OF ENGINEERING,ST,FEMALE,76779,EEE,15000
CVR COLLEGE OF ENGINEERING,EWS,MALE,35528,EEE,15000
CVR COLLEGE OF ENGINEERING,EWS,FEMALE,39911,EEE,15000
CVR COLLEGE OF ENGINEERING,OC,MALE,47194,EIE,15000
CVR COLLEGE OF ENGINEERING,OC,FEMALE,61249,EIE,15000
CVR COLLEGE OF ENGINEERING,BC,MALE,92212,EIE,15000
CVR COLLEGE OF ENGINEERING,BC,FEMALE,92212,EIE,15000
CVR COLLEGE OF ENGINEERING,SC,MALE,114716,EIE,15000
CVR COLLEGE OF ENGINEERING,SC,FEMALE,114716,EIE,15000
CVR COLLEGE OF ENGINEERING,ST,MALE,98209,EIE,15000
CVR COLLEGE OF ENGINEERING,ST,FEMALE,98209,EIE,15000
CVR COLLEGE OF ENGINEERING,EWS,MALE,61278,EIE,15000
CVR COLLEGE OF ENGINEERING,EWS,FEMALE,61278,EIE,15000
CVR COLLEGE OF ENGINEERING,OC,MALE,47411,MEC,15000
CVR COLLEGE OF ENGINEERING,OC,FEMALE,64015,MEC,15000
CVR COLLEGE OF ENGINEERING,BC,MALE,108155,MEC,15000
CVR COLLEGE OF ENGINEERING,BC,FEMALE,108155,MEC,15000
CVR COLLEGE OF ENGINEERING,SC,MALE,123269,MEC,15000
CVR COLLEGE OF ENGINEERING,SC,FEMALE,124369,MEC,15000
CVR COLLEGE OF ENGINEERING,ST,MALE,114715,MEC,15000
CVR COLLEGE OF ENGINEERING,ST,FEMALE,116321,MEC,15000
CVR COLLEGE OF ENGINEERING,EWS,MALE,77822,MEC,15000
CVR COLLEGE OF ENGINEERING,EWS,FEMALE,77822,MEC,15000
GURUNANAK INST OF TECHNOLOGY,OC,MALE,24941,AID,120000
GURUNANAK INST OF TECHNOLOGY,OC,FEMALE,27804,AID,120000
GURUNANAK INST OF TECHNOLOGY,BC,MALE,61546,AID,120000
GURUNANAK INST OF TECHNOLOGY,BC,FEMALE,95211,AID,120000
GURUNANAK INST OF TECHNOLOGY,SC,MALE,81376,AID,120000
GURUNANAK INST OF TECHNOLOGY,SC,FEMALE,121337,AID,120000
GURUNANAK INST OF TECHNOLOGY,ST,MALE,51817,AID,120000
GURUNANAK INST OF TECHNOLOGY,ST,FEMALE,90392,AID,120000
GURUNANAK INST OF TECHNOLOGY,EWS,MALE,24941,AID,120000
GURUNANAK INST OF TECHNOLOGY,EWS,FEMALE,27804,AID,120000
GURUNANAK INST OF TECHNOLOGY,OC,MALE,101099,CIV,120000
GURUNANAK INST OF TECHNOLOGY,OC,FEMALE,106952,CIV,120000
GURUNANAK INST OF TECHNOLOGY,BC,MALE,118199,CIV,120000
GURUNANAK INST OF TECHNOLOGY,BC,FEMALE,118199,CIV,120000
GURUNANAK INST OF TECHNOLOGY,SC,MALE,124943,CIV,120000
GURUNANAK INST OF TECHNOLOGY,SC,FEMALE,124943,CIV,120000
GURUNANAK INST OF TECHNOLOGY,ST,MALE,124597,CIV,120000
GURUNANAK INST OF TECHNOLOGY,ST,FEMALE,124597,CIV,120000
GURUNANAK INST OF TECHNOLOGY,EWS,MALE,101099,CIV,120000
GURUNANAK INST OF TECHNOLOGY,EWS,FEMALE,106952,CIV,120000
GURUNANAK INST OF TECHNOLOGY,OC,MALE,13503,CSE,120000
GURUNANAK INST OF TECHNOLOGY,OC,FEMALE,16654,CSE,120000
GURUNANAK INST OF TECHNOLOGY,BC,MALE,33483,CSE,120000
GURUNANAK INST OF TECHNOLOGY,BC,FEMALE,46843,CSE,120000
GURUNANAK INST OF TECHNOLOGY,SC,MALE,43637,CSE,120000
GURUNANAK INST OF TECHNOLOGY,SC,FEMALE,60027,CSE,120000
GURUNANAK INST OF TECHNOLOGY,ST,MALE,27011,CSE,120000
GURUNANAK INST OF TECHNOLOGY,ST,FEMALE,53705,CSE,120000
GURUNANAK INST OF TECHNOLOGY,EWS,MALE,15497,CSE,120000
GURUNANAK INST OF TECHNOLOGY,EWS,FEMALE,16654,CSE,120000
GURUNANAK INST OF TECHNOLOGY,OC,MALE,30249,ECE,120000
GURUNANAK INST OF TECHNOLOGY,OC,FEMALE,30249,ECE,120000
GURUNANAK INST OF TECHNOLOGY,BC,MALE,73835,ECE,120000
GURUNANAK INST OF TECHNOLOGY,BC,FEMALE,99545,ECE,120000
GURUNANAK INST OF TECHNOLOGY,SC,MALE,100057,ECE,120000
GURUNANAK INST OF TECHNOLOGY,SC,FEMALE,100057,ECE,120000
GURUNANAK INST OF TECHNOLOGY,ST,MALE,66528,ECE,120000
GURUNANAK INST OF TECHNOLOGY,ST,FEMALE,102646,ECE,120000
GURUNANAK INST OF TECHNOLOGY,EWS,MALE,37881,ECE,120000
GURUNANAK INST OF TECHNOLOGY,EWS,FEMALE,48650,ECE,120000
GURUNANAK INST OF TECHNOLOGY,OC,MALE,65670,EEE,120000
GURUNANAK INST OF TECHNOLOGY,OC,FEMALE,65670,EEE,120000
GURUNANAK INST OF TECHNOLOGY,BC,MALE,113974,EEE,120000
GURUNANAK INST OF TECHNOLOGY,BC,FEMALE,113974,EEE,120000
GURUNANAK INST OF TECHNOLOGY,SC,MALE,123880,EEE,120000
GURUNANAK INST OF TECHNOLOGY,SC,FEMALE,126028,EEE,120000
GURUNANAK INST OF TECHNOLOGY,ST,MALE,89043,EEE,120000
GURUNANAK INST OF TECHNOLOGY,ST,FEMALE,114902,EEE,120000
GURUNANAK INST OF TECHNOLOGY,EWS,MALE,87741,EEE,120000
GURUNANAK INST OF TECHNOLOGY,EWS,FEMALE,113443,EEE,120000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,OC,MALE,2241,CSM,100000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,OC,FEMALE,2859,CSM,100000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,BC,MALE,4285,CSM,100000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,BC,FEMALE,5610,CSM,100000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,SC,MALE,6164,CSM,100000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,SC,FEMALE,8570,CSM,100000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,ST,MALE,7760,CSM,100000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,ST,FEMALE,9846,CSM,100000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,EWS,MALE,2241,CSM,100000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,EWS,FEMALE,3194,CSM,100000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,OC,MALE,20629,CHE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,OC,FEMALE,20629,CHE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,BC,MALE,58091,CHE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,BC,FEMALE,58091,CHE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,SC,MALE,76995,CHE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,SC,FEMALE,91262,CHE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,ST,MALE,53672,CHE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,ST,FEMALE,53672,CHE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,EWS,MALE,33918,CHE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,EWS,FEMALE,33918,CHE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,OC,MALE,12364,CIV,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,OC,FEMALE,12364,CIV,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,BC,MALE,30926,CIV,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,BC,FEMALE,33973,CIV,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,SC,MALE,25953,CIV,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,SC,FEMALE,30585,CIV,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,ST,MALE,21986,CIV,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,ST,FEMALE,23702,CIV,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,EWS,MALE,27475,CIV,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,EWS,FEMALE,27475,CIV,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,OC,MALE,1211,CSE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,OC,FEMALE,1685,CSE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,BC,MALE,3107,CSE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,BC,FEMALE,3944,CSE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,SC,MALE,5198,CSE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,SC,FEMALE,5198,CSE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,ST,MALE,3035,CSE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,ST,FEMALE,3978,CSE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,EWS,MALE,1446,CSE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,EWS,FEMALE,2161,CSE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,OC,MALE,8792,EEE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,OC,FEMALE,9502,EEE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,BC,MALE,22873,EEE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,BC,FEMALE,28817,EEE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,SC,MALE,13746,EEE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,SC,FEMALE,25283,EEE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,ST,MALE,10666,EEE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,ST,FEMALE,14468,EEE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,EWS,MALE,10663,EEE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,EWS,FEMALE,10663,EEE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,OC,MALE,3131,ECE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,OC,FEMALE,4485,ECE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,BC,MALE,4912,ECE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,BC,FEMALE,4912,ECE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,SC,MALE,10671,ECE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,SC,FEMALE,10671,ECE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,ST,MALE,14211,ECE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,ST,FEMALE,14211,ECE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,EWS,MALE,4399,ECE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,EWS,FEMALE,4485,ECE,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,OC,MALE,16091,MEC,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,OC,FEMALE,16091,MEC,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,BC,MALE,30078,MEC,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,BC,FEMALE,40454,MEC,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,SC,MALE,30219,MEC,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,SC,FEMALE,48730,MEC,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,ST,MALE,26626,MEC,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,ST,FEMALE,26626,MEC,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,EWS,MALE,17581,MEC,50000
JNTUH UNIVERSITY COLLEGE OF ENGG  HYDERABAD,EWS,FEMALE,22337,MEC,50000
KESHAV MEMORIAL INST OF TECHNOLOGY,OC,MALE,5637,CSD,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,OC,FEMALE,6757,CSD,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,BC,MALE,19571,CSD,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,BC,FEMALE,24192,CSD,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,SC,MALE,31615,CSD,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,SC,FEMALE,31879,CSD,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,ST,MALE,26833,CSD,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,ST,FEMALE,26833,CSD,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,EWS,MALE,6484,CSD,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,EWS,FEMALE,6819,CSD,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,OC,MALE,15545,CSE,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,OC,FEMALE,17537,CSE,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,BC,MALE,45045,CSE,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,BC,FEMALE,65145,CSE,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,SC,MALE,70055,CSE,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,SC,FEMALE,70055,CSE,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,ST,MALE,36165,CSE,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,ST,FEMALE,115409,CSE,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,EWS,MALE,19350,CSE,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,EWS,FEMALE,19350,CSM,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,OC,MALE,18347,CSM,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,OC,FEMALE,19292,CSM,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,BC,MALE,56863,CSM,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,BC,FEMALE,72326,CSM,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,SC,MALE,82183,CSM,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,SC,FEMALE,92151,CSM,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,ST,MALE,67099,CSM,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,ST,FEMALE,119056,CSM,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,EWS,MALE,20944,CSM,103000
KESHAV MEMORIAL INST OF TECHNOLOGY,EWS,FEMALE,20944,CSM,103000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",OC,MALE,24496,AIM,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",OC,FEMALE,26790,AIM,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",BC,MALE,64520,AIM,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",BC,FEMALE,80177,AIM,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",SC,MALE,78932,AIM,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",SC,FEMALE,114747,AIM,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",ST,MALE,63192,AIM,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",ST,FEMALE,119270,AIM,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",EWS,MALE,30762,AIM,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",EWS,FEMALE,32183,AIM,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",OC,MALE,16324,CSE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",OC,FEMALE,16509,CSE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",BC,MALE,37137,CSE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",BC,FEMALE,40185,CSE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",SC,MALE,45202,CSE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",SC,FEMALE,48593,CSE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",ST,MALE,33181,CSE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",ST,FEMALE,39648,CSE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",EWS,MALE,19883,CSE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",EWS,FEMALE,20191,CSE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",OC,MALE,41709,ECE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",OC,FEMALE,41709,ECE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",BC,MALE,80136,ECE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",BC,FEMALE,80136,ECE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",SC,MALE,120501,ECE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",SC,FEMALE,125850,ECE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",ST,MALE,78142,ECE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",ST,FEMALE,78142,ECE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",EWS,MALE,44165,ECE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",EWS,FEMALE,46313,ECE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",OC,MALE,53682,EEE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",OC,FEMALE,79959,EEE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",BC,MALE,105975,EEE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",BC,FEMALE,118464,EEE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",SC,MALE,119401,EEE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",SC,FEMALE,119401,EEE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",ST,MALE,95416,EEE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",ST,FEMALE,95416,EEE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",EWS,MALE,102460,EEE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",EWS,FEMALE,104514,EEE,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",OC,MALE,75974,MEC,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",OC,FEMALE,117501,MEC,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",BC,MALE,105039,MEC,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",BC,FEMALE,117501,MEC,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",SC,MALE,126049,MEC,110000
"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",SC,FEMALE,126049,MEC,110000
